Você é autônomo?,Quantos funcionários sua empresa ou organização possui?,Seu empregador é principalmente uma empresa/organização de tecnologia?,O seu empregador oferece benefícios de saúde mental como parte da cobertura de saúde?,Você conhece as opções de cuidados de saúde mental disponíveis sob sua cobertura fornecida pelo empregador?,"Seu empregador já discutiu formalmente a saúde mental (por exemplo, como parte de uma campanha de bem -estar ou outra comunicação oficial)?",O seu empregador oferece recursos para aprender mais sobre preocupações e opções de saúde mental para procurar ajuda?,O seu anonimato está protegido se você optar por aproveitar os recursos de tratamento de saúde mental ou abuso de substâncias fornecidos pelo seu empregador?,"Se um problema de saúde mental o levasse a solicitar uma licença médica do trabalho, pedir que a licença seria:",Você acha que discutir um distúrbio de saúde mental com seu empregador teria consequências negativas?,Você acha que discutir um problema de saúde física com seu empregador teria consequências negativas?,Você se sentiria à vontade para discutir um distúrbio de saúde mental com seus colegas de trabalho?,Você se sentiria confortável discutindo um distúrbio de saúde mental com seu (s) supervisor (s) direto (s)?,Você acha que seu empregador leva a saúde mental tão a sério quanto a saúde física?,Você já ouviu falar ou observar consequências negativas para os colegas de trabalho que foram abertos sobre problemas de saúde mental em seu local de trabalho?,Você estaria disposto a discutir um problema de saúde mental com seu (s) supervisor (s) direto (s)?,Você estaria disposto a apresentar um problema de saúde física com um empregador em potencial em uma entrevista?,Você traria um problema de saúde mental com um empregador em potencial em uma entrevista?,Você sente que ser identificado como uma pessoa com um problema de saúde mental prejudicaria sua carreira?,Você acha que os membros da equipe/colegas de trabalho o levariam mais negativamente se soubessem que você sofria de um problema de saúde mental?,Quão disposto você estaria em compartilhar com amigos e familiares que você tem uma doença mental?,Você tem um histórico familiar de doença mental?,Você já teve um distúrbio de saúde mental no passado?,Você atualmente tem um distúrbio de saúde mental?,Você foi diagnosticado com uma condição de saúde mental por um profissional médico?,Você já procurou tratamento para um problema de saúde mental de um profissional de saúde mental?,"Se você tem um problema de saúde mental, sente que isso interfere no seu trabalho ao ser tratado de maneira eficaz?","Se você tem um problema de saúde mental, sente que isso interfere no seu trabalho quando não é tratado de maneira eficaz?",Qual é a sua idade?,Qual é o seu gênero?,Qual das opções a seguir melhor descreve sua posição de trabalho?,Você trabalha remotamente?
1,,,,,,,,,,,,,,,Some of my previous employers,No,No,Maybe,Maybe,Very open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,36,male,One-person shop|Back-end Developer,Sometimes
0,6-25,1.0,Yes,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,No,No,"No, at none of my previous employers",Maybe,Yes,Maybe,Maybe,Somewhat not open,No,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,45,Male,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Never
0,26-100,1.0,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,No,Some of my previous employers,Yes,No,"Yes, I think it would",Maybe,Somewhat open,No,Maybe,Maybe,No,0,Not applicable to me,Rarely,41,Male,Back-end Developer|Supervisor/Team Lead,Never
0,26-100,1.0,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,No,No,No,No,Some of my previous employers,Maybe,Maybe,"Yes, it has","Yes, they do",Neutral,I don't know,Yes,Yes,Yes,1,Sometimes,Often,35,Male,Back-end Developer,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Yes,Maybe,"No, I don't think it would","No, they do not",Somewhat open,I don't know,Maybe,Maybe,Yes,1,Sometimes,Often,30,Male,Front-end Developer|Back-end Developer|Sales|Executive Leadership,Sometimes
0,26-100,1.0,I don't know,I am not sure,Yes,Yes,Yes,Very easy,No,No,Maybe,Maybe,Yes,No,,No,No,"No, I don't think it would","No, I don't think they would",Very open,Yes,Yes,Yes,Yes,1,Sometimes,Often,24,Female,Back-end Developer,Sometimes
0,100-500,0.0,No,,No,No,I don't know,I don't know,Maybe,No,No,No,I don't know,No,"No, at none of my previous employers",Maybe,No,Maybe,Maybe,Somewhat open,I don't know,Yes,No,Yes,1,Never,Sometimes,33,Male,Other,Never
0,More than 1000,1.0,Yes,Yes,I don't know,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,I don't know,No,I don't know,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Maybe,Yes,1,Rarely,Often,35,male,Back-end Developer,Sometimes
0,6-25,1.0,No,,Yes,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,Yes,No,"No, at none of my previous employers",Yes,Maybe,Maybe,Maybe,Somewhat open,No,No,Yes,No,0,Rarely,Sometimes,26,Male,Supervisor/Team Lead,Sometimes
0,6-25,1.0,No,,No,No,I don't know,Somewhat difficult,Yes,No,No,Yes,No,Yes,I don't know,Yes,Yes,Maybe,"Yes, I think they would",Not open at all,No,No,No,No,0,Never,Sometimes,17,male,Front-end Developer,Always
0,6-25,0.0,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,I don't know,No,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,Yes,Yes,Yes,1,Sometimes,Often,29,Female,Front-end Developer,Sometimes
0,100-500,1.0,Yes,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,No,Some of my previous employers,Yes,No,"No, I don't think it would",Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Often,26,Male,Back-end Developer,Sometimes
0,26-100,1.0,I don't know,I am not sure,No,I don't know,I don't know,Very easy,No,No,Maybe,Maybe,I don't know,No,Some of my previous employers,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,36,female,Front-end Developer,Always
0,26-100,1.0,I don't know,I am not sure,Yes,I don't know,Yes,I don't know,No,No,No,No,Yes,No,I don't know,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,46,M,Back-end Developer|DevOps/SysAdmin,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,"Yes, I think it would",Maybe,Somewhat open,Yes,Yes,Yes,No,0,Not applicable to me,Not applicable to me,39,Male,One-person shop|Back-end Developer|Sales|Support|DevOps/SysAdmin|Dev Evangelist/Advocate|Supervisor/Team Lead|Executive Leadership|Other,Sometimes
0,100-500,1.0,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Yes,No,No,Some of my previous employers,No,No,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,28,Female,Back-end Developer,Sometimes
0,500-1000,1.0,Yes,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,No,No,No,I don't know,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,40,Male,DevOps/SysAdmin,Sometimes
0,100-500,1.0,I don't know,No,No,No,I don't know,I don't know,Yes,No,Maybe,Yes,No,No,,Maybe,No,"Yes, I think it would",Maybe,Very open,I don't know,Yes,Yes,Yes,1,Often,Often,23,Male,Back-end Developer,Sometimes
0,6-25,1.0,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,I don't know,No,"Yes, at all of my previous employers",Yes,Yes,Maybe,Maybe,Somewhat open,Yes,No,No,No,0,Not applicable to me,Not applicable to me,30,Male,Back-end Developer,Sometimes
0,26-100,1.0,I don't know,I am not sure,I don't know,I don't know,I don't know,Very easy,Maybe,Maybe,No,No,I don't know,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Maybe,No,No,0,Not applicable to me,Not applicable to me,28,fm,Designer,Sometimes
0,26-100,1.0,No,I am not sure,No,No,I don't know,Somewhat difficult,Yes,No,Maybe,Maybe,No,Yes,,No,No,Maybe,Maybe,Somewhat open,I don't know,Maybe,Maybe,No,0,Not applicable to me,Sometimes,27,Male,Back-end Developer|DevOps/SysAdmin|Dev Evangelist/Advocate|Supervisor/Team Lead,Never
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Yes,Maybe,Yes,1,Often,Often,31,m,One-person shop|Front-end Developer|Back-end Developer,Always
0,26-100,1.0,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,No,No,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Somewhat open,Yes,Yes,Maybe,No,1,Sometimes,Sometimes,39,f,Back-end Developer,Never
0,More than 1000,1.0,Yes,Yes,No,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,No,No,I don't know,Maybe,Maybe,Maybe,Maybe,Somewhat open,Yes,No,Yes,Yes,1,Sometimes,Sometimes,34,Female,Supervisor/Team Lead,Always
0,6-25,1.0,Yes,Yes,No,No,Yes,Very easy,No,No,No,Yes,Yes,No,,No,No,"Yes, I think it would","No, I don't think they would",Somewhat not open,No,Yes,Yes,Yes,1,Rarely,Often,30,Male,Front-end Developer|Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Yes,Yes,"No, I don't think it would","No, I don't think they would",Somewhat open,I don't know,Yes,Yes,Yes,1,Rarely,Often,30,male,Front-end Developer|Back-end Developer|Executive Leadership,Never
0,100-500,0.0,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No,"No, at none of my previous employers",Yes,Yes,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,No,Maybe,No,0,Not applicable to me,Not applicable to me,31,Male,Designer,Sometimes
0,26-100,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,"No, at none of my previous employers",Yes,No,Maybe,"No, I don't think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,30,M,Back-end Developer,Always
0,More than 1000,1.0,Yes,I am not sure,No,I don't know,I don't know,Somewhat difficult,Yes,No,No,No,I don't know,No,,No,No,"Yes, I think it would",Maybe,Somewhat open,Yes,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,32,Male,Front-end Developer,Sometimes
1,,,,,,,,,,,,,,,,Maybe,Maybe,"Yes, it has","Yes, I think they would",Somewhat not open,Yes,No,No,No,1,Never,Sometimes,22,Male,Back-end Developer|Front-end Developer,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Yes,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,0,Sometimes,Often,37,Female,Back-end Developer,Always
0,26-100,0.0,Yes,Yes,No,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,I don't know,No,I don't know,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,51,Male,Executive Leadership|Supervisor/Team Lead,Sometimes
0,26-100,0.0,I don't know,No,No,No,I don't know,I don't know,No,No,Maybe,Yes,I don't know,No,Some of my previous employers,Maybe,Maybe,"No, it has not",Maybe,Very open,Yes,Yes,Yes,Yes,1,Rarely,Often,26,Male,Back-end Developer|Front-end Developer,Sometimes
0,26-100,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,"No, at none of my previous employers",Yes,No,Maybe,"No, I don't think they would",Very open,Yes,Yes,No,Yes,1,Never,Often,41,f,Front-end Developer,Sometimes
0,100-500,1.0,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,No,Some of my previous employers,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Never,Often,39,F,Back-end Developer,Sometimes
0,6-25,1.0,Yes,No,No,No,No,Neither easy nor difficult,Maybe,No,No,No,I don't know,No,Some of my previous employers,No,No,"Yes, I think it would","Yes, I think they would",Neutral,Yes,Yes,Maybe,Yes,1,Rarely,Sometimes,43,M,DevOps/SysAdmin|Back-end Developer,Sometimes
0,500-1000,1.0,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,I don't know,No,Some of my previous employers,Yes,Yes,Maybe,"No, I don't think they would",Very open,Yes,No,Maybe,No,0,Rarely,Rarely,30,M,Supervisor/Team Lead|Back-end Developer|DevOps/SysAdmin|Dev Evangelist/Advocate,Sometimes
0,26-100,1.0,Yes,Yes,Yes,I don't know,I don't know,Very easy,No,No,Maybe,Yes,Yes,No,"No, at none of my previous employers",Maybe,No,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),I don't know,No,No,No,0,Not applicable to me,Not applicable to me,24,Female,Designer,Sometimes
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Maybe,No,Maybe,Maybe,Somewhat open,No,Yes,Yes,Yes,1,Not applicable to me,Not applicable to me,30,m,One-person shop|Back-end Developer|DevOps/SysAdmin,Sometimes
0,26-100,0.0,No,Yes,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,Maybe,I don't know,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","No, I don't think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Often,28,Cis female ,Back-end Developer|Front-end Developer,Sometimes
1,,,,,,,,,,,,,,,I don't know,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,I don't know,Yes,Yes,Yes,1,Rarely,Sometimes,48,Female,One-person shop|Designer|Front-end Developer|Support,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Somewhat open,Yes,Maybe,Maybe,No,1,Sometimes,Often,55,Female,One-person shop|Front-end Developer|Back-end Developer|DevOps/SysAdmin,Always
0,1-5,0.0,I don't know,No,Yes,No,I don't know,Very difficult,Yes,Maybe,Yes,No,I don't know,No,Some of my previous employers,Maybe,No,Maybe,Maybe,Somewhat open,I don't know,Maybe,Maybe,No,1,Not applicable to me,Often,36,F,Other,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Yes,Yes,Maybe,Maybe,Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,38,Male,Other|Executive Leadership|Supervisor/Team Lead|Back-end Developer,Sometimes
0,100-500,1.0,I don't know,No,I don't know,I don't know,I don't know,Very easy,Maybe,Maybe,Yes,Yes,I don't know,No,Some of my previous employers,No,Maybe,Maybe,"No, I don't think they would",Very open,No,No,No,No,0,Not applicable to me,Not applicable to me,34,Male,Front-end Developer,Sometimes
0,26-100,1.0,Yes,No,No,No,No,Somewhat easy,Maybe,No,No,Maybe,Yes,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Neutral,No,No,No,No,0,Not applicable to me,Not applicable to me,44,Female,Other,Sometimes
0,More than 1000,0.0,I don't know,I am not sure,No,I don't know,I don't know,Very difficult,Maybe,Maybe,No,Maybe,I don't know,No,Some of my previous employers,No,No,Maybe,Maybe,Somewhat open,I don't know,Yes,Maybe,Yes,1,Rarely,Sometimes,45,Male,Back-end Developer,Sometimes
0,6-25,1.0,Yes,No,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,Maybe,No,No,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Not open at all,I don't know,Yes,Maybe,Yes,1,Rarely,Often,45,M,Back-end Developer|Front-end Developer,Sometimes
0,500-1000,1.0,No,I am not sure,No,No,I don't know,Somewhat difficult,Yes,No,Maybe,Yes,No,No,Some of my previous employers,Yes,No,"Yes, I think it would",Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Never,Sometimes,30,male,Back-end Developer,Sometimes
0,More than 1000,0.0,Yes,No,No,Yes,Yes,I don't know,Maybe,No,Maybe,Yes,I don't know,No,"No, at none of my previous employers",No,No,"Yes, I think it would",Maybe,Neutral,I don't know,Yes,Yes,Yes,1,Rarely,Rarely,34,Male,Back-end Developer,Sometimes
0,More than 1000,1.0,I don't know,No,Yes,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,Yes,No,Some of my previous employers,No,No,"No, I don't think it would","No, I don't think they would",Somewhat open,Yes,No,No,No,0,Not applicable to me,Not applicable to me,37,Male,Back-end Developer|Front-end Developer,Sometimes
0,More than 1000,0.0,Yes,I am not sure,No,I don't know,Yes,I don't know,Maybe,No,No,Maybe,I don't know,No,I don't know,Maybe,Maybe,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,38,Male,DevOps/SysAdmin,Sometimes
0,26-100,1.0,Yes,No,No,I don't know,I don't know,I don't know,No,No,No,Maybe,Yes,No,I don't know,Maybe,No,Maybe,Maybe,Neutral,No,No,Maybe,Yes,1,Rarely,Sometimes,31,Male,Front-end Developer,Sometimes
0,26-100,1.0,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No,"Yes, at all of my previous employers",Yes,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,33,Male,Other,Always
0,100-500,1.0,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,Yes,No,No,No,No,No,Some of my previous employers,Maybe,No,Maybe,Maybe,Somewhat open,I don't know,Yes,Yes,Yes,1,Rarely,Sometimes,29,female,Other,Sometimes
0,100-500,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,I don't know,No,Some of my previous employers,Yes,Maybe,Maybe,"No, I don't think they would",Very open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,35,M,Back-end Developer,Sometimes
0,1-5,1.0,No,Yes,No,No,No,Very difficult,Maybe,Maybe,No,No,I don't know,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,42,"Transitioned, M2F",Executive Leadership|Supervisor/Team Lead|Dev Evangelist/Advocate|DevOps/SysAdmin|Back-end Developer|Front-end Developer,Always
0,26-100,1.0,I don't know,No,No,I don't know,I don't know,I don't know,Yes,Maybe,No,Maybe,I don't know,No,Some of my previous employers,No,No,"Yes, I think it would",Maybe,Somewhat open,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,26,Female,Supervisor/Team Lead|Front-end Developer,Sometimes
0,500-1000,1.0,Yes,No,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,Yes,No,Some of my previous employers,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Maybe,Maybe,Yes,1,Sometimes,Sometimes,36,f,Front-end Developer,Always
0,26-100,1.0,I don't know,I am not sure,I don't know,No,I don't know,I don't know,Maybe,Maybe,Maybe,Maybe,I don't know,No,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,21,male,Front-end Developer,Never
0,26-100,1.0,Yes,I am not sure,No,No,No,Somewhat easy,Maybe,No,No,Yes,Yes,No,"Yes, at all of my previous employers",Yes,No,"Yes, I think it would","Yes, I think they would",Very open,I don't know,Yes,Yes,Yes,1,Rarely,Often,34,F,Supervisor/Team Lead,Sometimes
1,,,,,,,,,,,,,,,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Very open,I don't know,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,40,M,Back-end Developer,Always
0,26-100,1.0,Yes,No,No,No,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,No,Yes,Some of my previous employers,Maybe,No,"Yes, it has","No, I don't think they would",Somewhat open,No,Yes,Yes,Yes,1,Rarely,Often,35,Male,Other|Back-end Developer|Front-end Developer|Designer,Sometimes
0,6-25,1.0,Yes,Yes,No,I don't know,No,Somewhat easy,No,No,Yes,Yes,Yes,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would",Maybe,Very open,No,No,No,No,1,Never,Often,44,Male,Executive Leadership|DevOps/SysAdmin|Back-end Developer,Sometimes
0,6-25,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,No,No,Yes,Yes,Yes,No,"No, at none of my previous employers",Maybe,Maybe,"No, I don't think it would",Maybe,Very open,Yes,Yes,No,Yes,0,Sometimes,Sometimes,35,Genderfluid (born female),Front-end Developer,Sometimes
0,More than 1000,1.0,No,,No,No,I don't know,Very difficult,Yes,Maybe,No,No,No,Yes,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,45,m,Other,Sometimes
0,More than 1000,0.0,Yes,Yes,I don't know,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No,Some of my previous employers,Yes,Yes,"No, I don't think it would","No, I don't think they would",Very open,No,Yes,Yes,Yes,1,Never,Sometimes,42,m,Supervisor/Team Lead,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,"Yes, it has",Maybe,Somewhat open,I don't know,Yes,Yes,Yes,0,Rarely,Sometimes,40,Male,One-person shop|Back-end Developer|DevOps/SysAdmin,Always
1,,,,,,,,,,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Yes,No,Yes,1,Sometimes,Often,50,F,One-person shop,Always
0,100-500,1.0,Yes,No,I don't know,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,I don't know,No,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Somewhat open,Yes,Maybe,Maybe,No,1,Not applicable to me,Sometimes,36,Male,Back-end Developer,Always
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,Maybe,Maybe,Very open,Yes,Yes,Yes,Yes,1,Sometimes,Often,31,female,Other|Supervisor/Team Lead|Back-end Developer|One-person shop,Always
0,26-100,1.0,I don't know,No,Yes,No,I don't know,Very easy,No,No,Yes,Yes,I don't know,No,"Yes, at all of my previous employers",Maybe,Maybe,"Yes, I think it would","No, I don't think they would",Somewhat open,I don't know,Maybe,No,No,0,Not applicable to me,Not applicable to me,29,Male,Back-end Developer,Always
0,100-500,1.0,Yes,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,I don't know,No,,Yes,Maybe,"Yes, I think it would","No, I don't think they would",Not open at all,No,No,No,No,0,Not applicable to me,Not applicable to me,37,Male,Other,Never
0,26-100,1.0,No,I am not sure,No,I don't know,Yes,Very difficult,Yes,Maybe,Maybe,Maybe,I don't know,No,Some of my previous employers,No,No,"Yes, it has","No, I don't think they would",Neutral,I don't know,Yes,Yes,Yes,1,Sometimes,Often,31,m,Dev Evangelist/Advocate|Support,Sometimes
0,More than 1000,0.0,I don't know,No,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,No,No,No,I don't know,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,No,No,No,0,Not applicable to me,Not applicable to me,42,Male,Supervisor/Team Lead|Front-end Developer|Back-end Developer|DevOps/SysAdmin,Always
0,500-1000,1.0,Yes,Yes,No,I don't know,Yes,Somewhat easy,Maybe,Maybe,No,No,No,No,"No, at none of my previous employers",No,No,"Yes, I think it would",Maybe,Neutral,No,Maybe,No,No,0,Not applicable to me,Not applicable to me,25,Male,Support,Sometimes
0,6-25,1.0,Yes,Yes,No,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No,I don't know,Yes,No,"Yes, I think it would",Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,27,Male,Executive Leadership,Sometimes
0,More than 1000,0.0,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,Yes,No,Some of my previous employers,No,No,"Yes, I think it would","Yes, I think they would",Very open,No,Yes,Yes,Yes,1,Sometimes,Often,41,Female,Back-end Developer,Never
