autonomo,num_func,emp_tec,papel_tec,beneficios_mental,conhecimento_opcoes_mental,discussao_formal_mental,recursos_aprendizado_mental,anonimato_protegido,dificuldade_licenca_mental,conforto_conversar_saude,conforto_discutir_supervisor,discussao_saude_mental_emp,conforto_discutir_colegas,discussao_saude_mental_colegas,discussao_saude_mental_colegas_outro,importancia_saude_fisica_emp,importancia_saude_mental_emp,emp_tec_anterior,disposto_discutir_supervisor,disturbio_saude_mental_atual,disturbio_saude_mental_passado,tratamento_profissional_mental,historico_familiar_mental,interferencia_tratamento_eficaz,interferencia_sem_tratamento_eficaz,observacoes_discussao_mental,disposto_compartilhar_amigos_familiares,disposto_apresentar_saude_entrevista,traria_saude_mental_entrevista,identificado_abertamente_mental,reacao_membros_equipe_mental,apoio_setor_tecnologia_mental,idade,genero,ano
1,,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Sometimes,Often,No,Yes,Maybe,No,No,4.0,2,57.0,F,2017-01-01
0,More than 1000,Yes,Yes,Yes,Yes,I don't know,I don't know,I don't know,Somewhat easy,Physical health,Yes,Yes,Maybe,Yes,Yes,7.0,5.0,,Some of my previous supervisors,Yes,No,Yes,Yes,Rarely,Sometimes,No,Yes,No,No,No,7.0,4,34.0,M,2017-01-01
0,More than 1000,Yes,Yes,Yes,Yes,No,Yes,I don't know,Difficult,Same level of comfort for each,No,No,No,No,Yes,5.0,5.0,,"No, none of my previous supervisors",No,Possibly,Yes,Yes,Rarely,Sometimes,Yes,Yes,No,No,No,0.0,1,38.0,F,2017-01-01
0,26-100,Yes,Yes,I don't know,No,No,I don't know,Yes,Neither easy nor difficult,Physical health,Maybe,No,Maybe,No,No,4.0,5.0,,Some of my previous supervisors,Maybe,No,Yes,,Rarely,Sometimes,,Yes,Maybe,No,No,3.0,2,30.0,M,2017-01-01
0,More than 1000,No,Yes,Yes,Yes,Yes,I don't know,Yes,Somewhat easy,Physical health,No,No,No,No,Yes,8.0,7.0,,Some of my previous supervisors,Maybe,Don't Know,No,No,Rarely,Rarely,Yes,Yes,No,No,No,8.0,2,52.0,M,2017-01-01
1,,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,Yes,No,Sometimes,Often,No,Yes,Maybe,No,No,2.0,3,31.0,F,2017-01-01
1,,,,,,,,,,,,,,,,,,,Some of my previous supervisors,No,Possibly,No,,Not applicable to me,Not applicable to me,No,Yes,Yes,Yes,No,7.0,2,29.0,M,2017-01-01
0,6-25,Yes,Yes,I don't know,No,No,No,I don't know,Difficult,Physical health,No,No,No,No,No,1.0,1.0,,,Maybe,No,No,Yes,Not applicable to me,Not applicable to me,Maybe,No,No,No,No,3.0,2,26.0,F,2017-01-01
0,26-100,No,No,Yes,No,No,No,Yes,Somewhat difficult,Physical health,Yes,No,No,No,No,7.0,5.0,,"No, none of my previous supervisors",Yes,Yes,Yes,,Often,Sometimes,Maybe,Yes,No,No,No,5.0,4,29.0,F,2017-01-01
0,More than 1000,Yes,Yes,Yes,Yes,No,No,Yes,I don't know,Physical health,Yes,Yes,Maybe,Yes,Yes,8.0,5.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,No,No,6.0,2,44.0,M,2017-01-01
1,,,,,,,,,,,,,,,,,,,I don't know,Maybe,Don't Know,No,,Not applicable to me,Not applicable to me,Maybe,Yes,Yes,Maybe,No,3.0,2,18.0,Other,2017-01-01
0,More than 1000,Yes,Yes,Not eligible,,Yes,I don't know,Yes,Very easy,Same level of comfort for each,Yes,Yes,Yes,Yes,Yes,7.0,7.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Rarely,Sometimes,No,Yes,No,No,Yes,9.0,1,42.0,M,2017-01-01
0,6-25,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Physical health,No,No,No,No,Yes,7.0,6.0,,"No, none of my previous supervisors",Maybe,Possibly,Yes,Yes,Sometimes,Often,Maybe,Yes,No,No,No,2.0,3,30.0,M,2017-01-01
0,100-500,Yes,No,Yes,No,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,Yes,Yes,Yes,Yes,6.0,7.0,,I don't know,Yes,Yes,Yes,,Never,Sometimes,,Yes,No,Maybe,No,6.0,2,29.0,M,2017-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,Yes,Maybe,No,No,7.0,4.0,,,Yes,Possibly,Yes,Yes,Sometimes,Often,No,Yes,No,No,No,3.0,3,27.0,F,2017-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Maybe,Yes,Maybe,Yes,Yes,9.0,7.0,,"No, none of my previous supervisors",Yes,Yes,Yes,Yes,Rarely,Often,Yes,Yes,Maybe,No,No,5.0,3,39.0,M,2017-01-01
0,100-500,Yes,Yes,Yes,Yes,Yes,No,Yes,Very easy,Physical health,Yes,Yes,No,Yes,,5.0,5.0,,Some of my previous supervisors,No,No,Yes,Yes,Not applicable to me,Not applicable to me,No,,Maybe,No,No,8.0,2,40.0,F,2017-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,Physical health,Maybe,No,Maybe,Yes,Yes,7.0,4.0,,Some of my previous supervisors,Maybe,Yes,Yes,Yes,Sometimes,Sometimes,No,Yes,Maybe,Maybe,No,5.0,4,36.0,F,2017-01-01
1,,,,,,,,,,,,,,,,,,,I don't know,Maybe,No,No,No,Sometimes,Sometimes,Yes,Yes,Maybe,No,No,3.0,3,48.0,F,2017-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Yes,No,Maybe,No,Yes,7.0,7.0,,Some of my previous supervisors,Maybe,Don't Know,No,No,Not applicable to me,Not applicable to me,No,Yes,Maybe,Maybe,No,5.0,3,43.0,M,2017-01-01
0,100-500,Yes,Yes,Yes,Yes,I don't know,Yes,Yes,Neither easy nor difficult,Physical health,Maybe,Yes,Maybe,Yes,Yes,8.0,6.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Sometimes,Often,Yes,Yes,Maybe,No,No,2.0,2,38.0,M,2017-01-01
0,26-100,Yes,Yes,I don't know,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,No,Yes,No,No,6.0,6.0,,Some of my previous supervisors,No,Yes,Yes,,Not applicable to me,Not applicable to me,No,,Maybe,Maybe,No,7.0,3,42.0,M,2017-01-01
0,500-1000,Yes,Yes,No,,Yes,Yes,Yes,Neither easy nor difficult,Physical health,Maybe,Yes,Yes,Yes,Yes,8.0,5.0,,Some of my previous supervisors,Yes,Possibly,Yes,,Sometimes,Often,Maybe,Yes,Yes,Yes,Yes,6.0,1,46.0,M,2017-01-01
0,More than 1000,No,No,Yes,Yes,No,Yes,Yes,Difficult,Physical health,No,No,Yes,Yes,Yes,5.0,7.0,,"Yes, all of my previous supervisors",Yes,,Yes,Yes,Sometimes,Often,No,Yes,No,No,No,5.0,3,30.0,M,2017-01-01
0,6-25,No,Yes,No,Yes,No,No,No,Difficult,Physical health,No,No,Yes,Yes,No,4.0,0.0,,,Yes,Yes,Yes,Yes,Rarely,Often,Yes,Yes,Maybe,Maybe,No,2.0,3,25.0,M,2017-01-01
0,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Maybe,No,Maybe,No,Yes,9.0,9.0,,Some of my previous supervisors,Maybe,No,No,Yes,Not applicable to me,Not applicable to me,,Yes,Maybe,No,No,5.0,3,28.0,Other,2017-01-01
0,100-500,Yes,Yes,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Same level of comfort for each,Maybe,No,Yes,Yes,Yes,5.0,5.0,,"No, none of my previous supervisors",Maybe,Possibly,Yes,Yes,Not applicable to me,Not applicable to me,Yes,Yes,Maybe,Yes,No,5.0,2,24.0,F,2017-01-01
0,1-5,Yes,Yes,I don't know,No,No,No,I don't know,Difficult,Physical health,Yes,No,No,No,No,3.0,6.0,,"No, none of my previous supervisors",No,No,No,Yes,Not applicable to me,Not applicable to me,No,,Maybe,Maybe,No,5.0,4,26.0,M,2017-01-01
0,More than 1000,Yes,Yes,Yes,Yes,No,Yes,I don't know,Somewhat easy,Physical health,Maybe,No,Maybe,Yes,Yes,,5.0,,Physical health,Yes,,Yes,Yes,Yes,Sometimes,Often,Yes,Yes,,,,,,Other,2017-01-01
0,More than 1000,No,Yes,Yes,Yes,No,Yes,I don't know,I don't know,Physical health,No,No,No,No,No,8.0,5.0,,Some of my previous supervisors,Yes,Yes,Yes,,Often,Often,Maybe,Yes,No,No,No,5.0,2,25.0,F,2017-01-01
0,More than 1000,No,Yes,Yes,No,Yes,I don't know,I don't know,I don't know,Physical health,No,No,No,No,No,7.0,6.0,,"No, none of my previous supervisors",Yes,Yes,No,Yes,Rarely,Often,,Yes,Yes,No,No,4.0,3,34.0,M,2017-01-01
0,26-100,Yes,Yes,Yes,Yes,Yes,I don't know,Yes,Very easy,Physical health,No,No,Yes,Yes,Yes,8.0,8.0,,Some of my previous supervisors,No,No,No,No,Not applicable to me,Not applicable to me,,,Maybe,No,No,4.0,3,28.0,F,2017-01-01
0,26-100,Yes,Yes,No,,No,No,Yes,Somewhat difficult,Physical health,Yes,Yes,Maybe,Yes,Yes,5.0,5.0,,Some of my previous supervisors,Yes,Possibly,Yes,,Sometimes,Often,No,Yes,Yes,Maybe,No,4.0,3,27.0,M,2017-01-01
0,26-100,Yes,Yes,No,No,Yes,Yes,Yes,Somewhat easy,Physical health,Maybe,No,Yes,No,No,6.0,8.0,,,Maybe,Don't Know,No,No,Sometimes,Sometimes,No,Yes,Maybe,Maybe,No,5.0,3,22.0,M,2017-01-01
0,26-100,Yes,Yes,I don't know,No,No,Yes,Yes,Very easy,Physical health,No,No,Yes,No,No,8.0,5.0,,,No,No,No,Yes,Not applicable to me,Not applicable to me,,No,No,No,No,3.0,5,24.0,F,2017-01-01
1,,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Yes,,No,No,Sometimes,Often,Yes,Yes,Maybe,Maybe,Yes,10.0,1,33.0,F,2017-01-01
1,,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Maybe,Yes,Yes,No,Not applicable to me,Often,No,Yes,Maybe,Maybe,No,3.0,2,41.0,M,2017-01-01
0,26-100,Yes,Yes,No,,No,I don't know,I don't know,I don't know,Physical health,No,No,No,No,No,2.0,1.0,,,Maybe,Possibly,No,,Often,Often,,Yes,Yes,No,No,5.0,2,26.0,F,2017-01-01
1,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Rarely,Often,Maybe,Yes,Yes,No,Yes,5.0,1,39.0,M,2017-01-01
0,1-5,Yes,Yes,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,Maybe,Yes,Maybe,No,No,1.0,7.0,,,Maybe,Possibly,No,No,Not applicable to me,Often,,Yes,Yes,No,No,2.0,3,24.0,M,2017-01-01
0,More than 1000,Yes,Yes,I don't know,No,No,No,I don't know,I don't know,Physical health,No,Yes,Yes,Yes,,,5.0,,Physical health,Yes,Tourette's,Yes,Yes,I don't know,Sometimes,Sometimes,Maybe,Yes,,,2.0,,,Other,2017-01-01
0,More than 1000,No,Yes,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,Yes,Yes,Yes,Yes,Yes,7.0,5.0,,"Yes, all of my previous supervisors",Yes,Yes,Yes,Yes,Sometimes,Sometimes,Yes,Yes,Maybe,Maybe,No,5.0,2,47.0,M,2017-01-01
0,More than 1000,Yes,Yes,No,,No,No,I don't know,Very easy,Same level of comfort for each,Yes,Yes,Yes,No,No,8.0,5.0,,"Yes, all of my previous supervisors",No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,Yes,Yes,No,5.0,3,33.0,M,2017-01-01
0,100-500,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Same level of comfort for each,Yes,Yes,Yes,Yes,No,6.0,3.0,,Some of my previous supervisors,Yes,No,Yes,Yes,Rarely,Often,No,Yes,No,No,No,5.0,2,30.0,Other,2017-01-01
0,More than 1000,No,Yes,Yes,Yes,No,I don't know,I don't know,I don't know,Physical health,No,No,Maybe,No,Yes,5.0,5.0,,Some of my previous supervisors,Maybe,Possibly,Yes,,Rarely,Rarely,No,Yes,Yes,No,No,3.0,3,48.0,M,2017-01-01
0,More than 1000,Yes,Yes,I don't know,No,I don't know,Yes,Yes,Somewhat easy,Physical health,Yes,Yes,Yes,Yes,No,6.0,3.0,,Some of my previous supervisors,Maybe,Possibly,Yes,Yes,Sometimes,Often,No,Yes,Maybe,Maybe,No,5.0,3,35.0,M,2017-01-01
0,26-100,No,Yes,I don't know,No,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,No,Yes,No,No,5.0,5.0,,Some of my previous supervisors,No,No,No,,Not applicable to me,Not applicable to me,No,Yes,Yes,No,No,10.0,2,34.0,M,2017-01-01
1,,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,Yes,Maybe,No,5.0,2,31.0,M,2017-01-01
0,500-1000,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Physical health,Maybe,No,Maybe,Yes,Yes,8.0,7.0,,Some of my previous supervisors,Maybe,Possibly,No,Yes,Not applicable to me,Not applicable to me,,,Maybe,No,No,7.0,3,25.0,M,2017-01-01
0,More than 1000,Yes,Yes,No,No,No,No,I don't know,Somewhat easy,Physical health,No,No,Maybe,Yes,Yes,5.0,5.0,,"No, none of my previous supervisors",Yes,Yes,Yes,Yes,Never,Sometimes,Maybe,Yes,Yes,No,No,5.0,2,48.0,M,2017-01-01
0,100-500,No,Yes,Yes,No,Yes,I don't know,I don't know,I don't know,Physical health,Maybe,No,No,No,No,7.0,5.0,,"No, none of my previous supervisors",Yes,Yes,Yes,,Rarely,Often,Maybe,Yes,No,No,No,5.0,3,34.0,M,2017-01-01
0,100-500,Yes,Yes,Yes,Yes,No,No,I don't know,Difficult,Physical health,No,No,No,No,No,2.0,1.0,,"No, none of my previous supervisors",No,Yes,Yes,Yes,Rarely,Sometimes,Yes,Yes,No,No,No,3.0,1,42.0,M,2017-01-01
0,100-500,Yes,Yes,I don't know,No,No,No,I don't know,Very easy,Physical health,Maybe,No,Yes,Yes,Yes,5.0,5.0,,,Yes,Possibly,Yes,Yes,Rarely,Often,No,Yes,Yes,No,No,6.0,2,27.0,M,2017-01-01
0,More than 1000,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Same level of comfort for each,Yes,Yes,Maybe,No,No,8.0,5.0,,,Maybe,No,Yes,Yes,Sometimes,Often,No,Yes,Yes,No,No,4.0,3,33.0,F,2017-01-01
0,26-100,Yes,Yes,Yes,Yes,No,I don't know,I don't know,Very easy,Physical health,Maybe,No,Yes,Yes,Yes,5.0,4.0,,"Yes, all of my previous supervisors",Yes,Yes,Yes,,Rarely,Often,No,Yes,No,No,No,3.0,3,27.0,F,2017-01-01
0,500-1000,Yes,Yes,Yes,No,No,No,I don't know,I don't know,Same level of comfort for each,No,No,Yes,No,Yes,4.0,3.0,,Some of my previous supervisors,Maybe,Possibly,No,,Sometimes,Rarely,,Yes,No,No,No,5.0,1,48.0,M,2017-01-01
0,More than 1000,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Same level of comfort for each,Maybe,Yes,Maybe,Yes,No,5.0,3.0,,Some of my previous supervisors,Yes,Yes,Yes,,Sometimes,Often,Yes,Yes,Maybe,No,No,4.0,2,32.0,F,2017-01-01
0,100-500,Yes,Yes,Yes,No,Yes,I don't know,I don't know,Somewhat difficult,Same level of comfort for each,Maybe,Yes,Yes,Yes,Yes,7.0,6.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Sometimes,Often,No,Yes,No,No,No,9.0,2,29.0,M,2017-01-01
1,,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Yes,,Yes,Yes,Rarely,Often,Maybe,Yes,Maybe,No,Yes,7.0,2,36.0,F,2017-01-01
1,,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Yes,Yes,Yes,,Never,Sometimes,,Yes,No,No,No,7.0,2,29.0,F,2017-01-01
0,100-500,Yes,Yes,I don't know,No,No,No,I don't know,Neither easy nor difficult,Physical health,Yes,No,Maybe,No,No,7.0,7.0,,,Maybe,Possibly,No,No,Sometimes,Sometimes,Maybe,Yes,Maybe,Maybe,No,6.0,4,23.0,F,2017-01-01
0,More than 1000,No,Yes,Yes,No,I don't know,Yes,Yes,Somewhat difficult,Physical health,Maybe,No,No,Yes,Yes,7.0,7.0,,"No, none of my previous supervisors",Maybe,Yes,No,,Rarely,Sometimes,Yes,,No,No,No,5.0,3,50.0,F,2017-01-01
1,,,,,,,,,,,,,,,,,,,,No,No,No,No,Never,Never,Maybe,Yes,No,No,No,5.0,1,24.0,F,2017-01-01
0,6-25,Yes,Yes,No,No,No,No,I don't know,I don't know,Physical health,No,No,No,No,No,6.0,5.0,,"No, none of my previous supervisors",No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,Maybe,No,No,8.0,3,29.0,F,2017-01-01
0,More than 1000,No,Yes,Yes,No,I don't know,I don't know,I don't know,Very easy,Same level of comfort for each,Maybe,No,Maybe,Yes,Yes,9.0,7.0,,Some of my previous supervisors,Maybe,Possibly,No,Yes,Not applicable to me,Sometimes,No,Yes,Maybe,Maybe,No,8.0,3,42.0,F,2017-01-01
1,,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Maybe,Possibly,Yes,No,Not applicable to me,Sometimes,No,Yes,Maybe,Maybe,Yes,10.0,3,35.0,M,2017-01-01
0,100-500,Yes,Yes,I don't know,No,No,I don't know,I don't know,Very easy,Physical health,Maybe,No,Maybe,No,No,9.0,5.0,,,Maybe,No,No,,Not applicable to me,Not applicable to me,,Yes,Maybe,Maybe,No,4.0,3,22.0,M,2017-01-01
0,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,No,Yes,Yes,No,10.0,10.0,,Some of my previous supervisors,Yes,Possibly,Yes,,Rarely,Often,No,Yes,Maybe,No,No,6.0,3,39.0,F,2017-01-01
0,6-25,Yes,Yes,Yes,No,No,No,I don't know,Somewhat difficult,Same level of comfort for each,Yes,No,Yes,Yes,Yes,5.0,5.0,,Some of my previous supervisors,Maybe,Possibly,Yes,Yes,Sometimes,Often,No,Yes,Maybe,No,No,5.0,2,29.0,Other,2017-01-01
1,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not applicable to me,Not applicable to me,,Yes,Maybe,Maybe,No,5.0,5,20.0,M,2017-01-01
0,1-5,No,No,Not eligible,,Yes,Yes,I don't know,I don't know,Same level of comfort for each,Maybe,No,Maybe,Yes,Yes,8.0,8.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Often,Often,Maybe,Yes,No,Maybe,Yes,5.0,3,36.0,F,2017-01-01
0,100-500,Yes,Yes,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,No,Yes,No,Yes,No,4.0,4.0,,,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Maybe,Yes,Maybe,Maybe,No,2.0,1,30.0,Other,2017-01-01
1,,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",No,Possibly,Yes,,Not applicable to me,Not applicable to me,Maybe,Yes,No,No,No,3.0,1,36.0,M,2017-01-01
0,6-25,Yes,Yes,No,,No,No,I don't know,Very easy,Mental health,Yes,Yes,Maybe,Yes,No,6.0,3.0,,,No,Yes,Yes,Yes,Sometimes,Often,Yes,Yes,No,No,No,6.0,2,31.0,M,2017-01-01
0,6-25,Yes,Yes,Yes,Yes,No,No,I don't know,I don't know,Same level of comfort for each,Yes,No,Maybe,No,No,2.0,2.0,,"Yes, all of my previous supervisors",Maybe,Possibly,Yes,No,Sometimes,Often,No,Yes,Maybe,Maybe,No,8.0,4,28.0,M,2017-01-01
0,26-100,No,Yes,Yes,Yes,No,Yes,I don't know,Very easy,Mental health,Yes,No,Maybe,No,Yes,7.0,5.0,,,No,No,No,,Not applicable to me,Not applicable to me,No,Yes,Yes,Maybe,No,8.0,4,28.0,M,2017-01-01
0,More than 1000,No,Yes,I don't know,Yes,No,I don't know,I don't know,Difficult,Physical health,No,No,Maybe,Yes,No,8.0,1.0,,,Yes,Yes,Yes,Yes,Rarely,Often,,Yes,No,No,No,5.0,1,25.0,F,2017-01-01
0,26-100,Yes,Yes,I don't know,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,No,Yes,Yes,No,5.0,5.0,,Some of my previous supervisors,Maybe,Yes,Yes,,Rarely,Sometimes,No,Yes,No,No,No,6.0,3,30.0,M,2017-01-01
1,,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",No,Possibly,Yes,Yes,Rarely,Sometimes,No,Yes,Maybe,Maybe,No,6.0,4,45.0,M,2017-01-01
0,100-500,Yes,Yes,I don't know,No,No,No,Yes,Neither easy nor difficult,Physical health,Yes,No,Yes,No,No,7.0,5.0,,Some of my previous supervisors,No,No,No,No,Not applicable to me,Not applicable to me,,,Maybe,No,No,4.0,3,31.0,M,2017-01-01
0,100-500,Yes,Yes,No,No,No,No,Yes,Very easy,Same level of comfort for each,No,No,Maybe,Yes,No,7.0,0.0,,"No, none of my previous supervisors",No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,No,No,No,7.0,1,36.0,M,2017-01-01
0,6-25,Yes,Yes,I don't know,No,No,No,Yes,Neither easy nor difficult,Physical health,Yes,Yes,Maybe,Yes,Yes,7.0,7.0,,Some of my previous supervisors,No,No,No,Yes,Not applicable to me,Not applicable to me,No,Yes,Maybe,Maybe,No,5.0,3,37.0,M,2017-01-01
0,26-100,Yes,Yes,Yes,Yes,No,I don't know,Yes,Somewhat easy,Same level of comfort for each,Yes,Yes,Maybe,No,No,7.0,7.0,,Some of my previous supervisors,No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,Maybe,Maybe,No,8.0,3,37.0,M,2017-01-01
1,,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",No,Possibly,Yes,No,Often,Often,No,No,No,No,No,4.0,2,28.0,M,2017-01-01
0,26-100,Yes,Yes,Not eligible,Yes,No,No,Yes,Somewhat easy,Physical health,Maybe,Yes,Maybe,Yes,Yes,0.0,2.0,,Some of my previous supervisors,No,Possibly,Yes,No,Rarely,Rarely,No,Yes,No,No,No,5.0,1,37.0,M,2017-01-01
0,26-100,Yes,Yes,No,,No,No,I don't know,Very easy,Physical health,No,No,No,No,Yes,3.0,3.0,,Some of my previous supervisors,Maybe,No,No,No,Not applicable to me,Not applicable to me,,No,No,No,No,0.0,1,37.0,M,2017-01-01
1,,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,Yes,No,Sometimes,Often,Yes,Yes,Maybe,No,Yes,3.0,1,64.0,M,2017-01-01
1,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,Not applicable to me,Not applicable to me,Yes,Yes,Maybe,Maybe,No,4.0,2,34.0,F,2017-01-01
1,,,,,,,,,,,,,,,,,,,I don't know,Maybe,Possibly,Yes,Yes,Often,Often,Maybe,,Yes,No,No,4.0,3,34.0,M,2017-01-01
1,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Not applicable to me,Not applicable to me,,Yes,No,Maybe,No,7.0,3,36.0,M,2017-01-01
1,,,,,,,,,,,,,,,,,,,Some of my previous supervisors,No,No,No,No,Not applicable to me,Not applicable to me,,Yes,No,No,No,3.0,2,26.0,M,2017-01-01
0,100-500,Yes,Yes,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,No,No,No,No,No,6.0,5.0,,Some of my previous supervisors,Maybe,No,No,No,Not applicable to me,Not applicable to me,,,Yes,Maybe,No,3.0,2,33.0,M,2017-01-01
0,500-1000,Yes,Yes,Yes,No,No,No,I don't know,Very easy,Physical health,No,No,No,No,No,7.0,4.0,,"No, none of my previous supervisors",No,No,No,No,Not applicable to me,Never,No,Yes,Yes,No,Yes,2.0,5,47.0,F,2017-01-01
0,100-500,Yes,No,I don't know,No,Yes,Yes,I don't know,Somewhat easy,Physical health,Maybe,No,Maybe,Yes,No,7.0,9.0,,,Maybe,Yes,Yes,,Rarely,Sometimes,No,Yes,No,No,No,6.0,4,24.0,F,2017-01-01
0,100-500,Yes,Yes,Yes,Yes,No,I don't know,I don't know,I don't know,Physical health,Maybe,Yes,Maybe,Yes,Yes,7.0,3.0,,I don't know,Yes,Yes,Yes,Yes,Often,Often,No,,No,No,No,8.0,2,26.0,M,2017-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Maybe,No,Maybe,Yes,Yes,5.0,5.0,,,No,Yes,Yes,,Never,Never,No,Yes,Maybe,Maybe,No,5.0,2,37.0,M,2017-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,No,No,Neither easy nor difficult,Physical health,No,Yes,Yes,Yes,Yes,7.0,4.0,,"No, none of my previous supervisors",Yes,Possibly,Yes,,Sometimes,Often,No,Yes,No,No,Yes,7.0,2,29.0,M,2017-01-01
0,26-100,Yes,Yes,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,Yes,Yes,No,No,No,8.0,5.0,,"No, none of my previous supervisors",Yes,Yes,Yes,Yes,Rarely,Often,,Yes,No,No,No,1.0,1,33.0,F,2017-01-01
0,More than 1000,Yes,Yes,Yes,No,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,No,No,Yes,Yes,Yes,8.0,8.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Rarely,Often,No,Yes,Yes,No,No,7.0,1,44.0,M,2017-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,No,Maybe,No,No,8.0,6.0,,Some of my previous supervisors,No,Yes,Yes,Yes,Rarely,Sometimes,No,,Maybe,Maybe,,,,,Other,2017-01-01
0,More than 1000,Yes,Yes,Yes,No,Yes,No,I don't know,I don't know,Physical health,No,No,No,Yes,Yes,6.0,4.0,,"No, none of my previous supervisors",Maybe,No,No,Yes,Not applicable to me,Not applicable to me,No,Yes,No,No,No,5.0,4,35.0,M,2017-01-01
0,100-500,Yes,Yes,Yes,Yes,No,I don't know,I don't know,Very easy,Same level of comfort for each,Yes,Yes,Yes,No,Yes,7.0,7.0,,Some of my previous supervisors,Yes,Yes,Yes,,Sometimes,Often,Maybe,Yes,Yes,No,No,5.0,3,,Other,2017-01-01
1,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Sometimes,Often,No,Yes,Yes,Maybe,No,8.0,2,23.0,Other,2017-01-01
0,More than 1000,Yes,Yes,Yes,No,No,Yes,I don't know,I don't know,Physical health,Yes,Yes,Maybe,No,No,3.0,2.0,,"No, none of my previous supervisors",No,Yes,No,Yes,Not applicable to me,Not applicable to me,No,Yes,Yes,Maybe,No,6.0,2,31.0,M,2017-01-01
0,100-500,Yes,Yes,Yes,Yes,No,No,Yes,Neither easy nor difficult,Physical health,Yes,No,Maybe,Yes,No,6.0,6.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Sometimes,Sometimes,No,Yes,Yes,No,No,4.0,2,30.0,M,2017-01-01
1,,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,No,No,No,5.0,5,42.0,M,2017-01-01
